Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures
2020,Warren,Litchfield,P,13,1395,1581,1.1,401,0.29,50,0,5168,3.7,187,2003,13336,9.6,56838,38425
2020,Washington - Gunn,Litchfield,P,6,3428,30808,9,1528,0.45,2563,0.7,31120,9.1,465,7288,46261,13.5,552852,263812
2020,Waterbury - Silas Bron.,New Haven,P,167,107568,159108,1.5,42101,0.39,11126,0.1,99438,0.9,531,9338,263538,2.4,2409544,1375285
2020,Waterford,New London,P,37,18746,108114,5.8,6429,0.34,16000,0.9,152193,8.1,382,9207,77696,4.1,1136703,822117
2020,Watertown,Litchfield,P,111,21578,57448,2.7,9870,0.46,39105,1.8,45534,2.1,23,404,82824,3.8,775812,405433
2020,West Hartford,Hartford,P,51,62965,299419,4.8,25538,0.41,64425,1,647783,10.3,984,18133,206908,3.3,3106997,2331180
2020,West Haven,New Haven,P,162,54620,131798,2.4,14848,0.27,15121,0.3,98578,1.8,813,7880,124177,2.3,1723857,904317
2020,Westbrook,Middlesex,P,20,6869,28609,4.2,3166,0.46,8247,1.2,45037,6.6,579,6592,56705,8.3,447407,295767
2020,Weston,Fairfield,P,7,10252,44907,4.4,3757,0.37,4035,0.4,52065,5.1,722,6548,48909,4.8,497672,336900
2020,Westport,Fairfield,P,4,28491,332329,11.7,13175,0.46,129039,4.5,296163,10.4,1641,57355,105168,3.7,6075905,3416325
2020,Wethersfield,Hartford,P,106,26008,107702,4.1,10316,0.4,28980,1.1,261475,10.1,344,6017,107955,4.2,2056858,1161285
2020,Willington,Tolland,P,121,5864,30000,5.1,4142,0.71,10500,1.8,44696,7.6,69,12844,50362,8.6,202213,99162
2020,Wilton,Fairfield,P,8,18343,168192,9.2,9093,0.5,23233,1.3,200933,11,609,16369,139315,7.6,3510246,1855891
2020,Winchester - Beardsley,Litchfield,P,144,15610,15803,1,5748,0.37,1242,0.1,41911,2.7,246,3469,34677,2.2,427556,170064
2020,Windham - Guilford Sm,Windham,N,169,,2510,0.1,184,0.01,2,0,3604,0.1,141,1155,11257,0.5,27283,37060
2020,Windham - Willimantic,Windham,P,169,24561,44086,1.8,3750,0.15,,,21938,0.9,274,2623,42745,1.7,556764,445018
2020,Windham - Windham Free,Windham,N,169,,7275,0.3,533,0.02,501,0,7136,0.3,44,1352,7919,0.3,72139,26386
2020,Windsor,Hartford,P,86,28733,173497,6,11444,0.4,44676,1.6,192354,6.7,755,13582,142266,5,1709888,948502
2020,Windsor Locks,Hartford,P,90,12854,,,3785,0.29,250,0,48928,3.8,252,1604,54617,4.2,490325,301654
2020,Wolcott,New Haven,P,125,16587,30471,1.8,3121,0.19,1552,0.1,39920,2.4,143,3164,65173,3.9,387319,201535
2020,Woodbridge,New Haven,P,31,8750,84520,9.7,4168,0.48,1831,0.2,128736,14.7,229,3410,80720,9.2,777086,523506
2020,Woodbury,Litchfield,P,53,9502,70991,7.5,3740,0.39,2475,0.3,86110,9.1,391,10300,90998,9.6,645631,436239
2020,Woodstock - Bracken,Windham,P,101,7858,4000,0.5,2063,0.26,5000,0.6,6107,0.8,43,539,22660,2.9,15300,4000
2020,Woodstock - May,Windham,N,101,,1600,0.2,610,0.08,,,5144,0.7,15,97,12068,1.5,24282,15315
2020,Woodstock - North,Windham,N,,,0,0,0,0,0,0,0,0,,0,0,0,0,0
2020,Woodstock - West,Windham,N,101,,3475,0.4,771,0.1,5,0,11878,1.5,111,2855,10560,1.3,41585,15985
2021,Andover,Tolland,P,115,3149,3929,1.2,3193,1.01,437,0.1,11832,3.8,220,2633,23521,7.5,104674,73600
2021,Ansonia,New Haven,P,162,18902,718,0,2178,0.12,3875,0.2,11968,0.6,23,1146,64682,3.4,524066,407610
2021,Ashford-Babcock,Windham,P,136,4185,5040,1.2,776,0.19,721,0.2,20915,5,44,487,29893,7.1,269800,97000
2021,Avon,Hartford,P,23,18918,40762,2.2,6197,0.33,16989,0.9,204815,10.8,1060,25538,106642,5.6,1889961,1029816
2021,Beacon Falls,New Haven,P,126,5993,1205,0.2,1127,0.19,520,0.1,10354,1.7,32,996,15290,2.6,218818,134051
2021,Berlin - East Berlin,Hartford,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2021,Berlin Free,Hartford,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2021,Berlin-Peck,Hartford,P,60,20154,46067,2.3,7604,0.38,12262,0.6,152851,7.6,144,6008,91801,4.6,1094420,672128
2021,Bethany - Clark,New Haven,P,55,5294,2575,0.5,1979,0.37,,,25261,4.8,6,225,34583,6.5,269651,107043
2021,Bethel,Fairfield,P,77,20331,10994,0.5,5409,0.27,15380,0.8,81953,4,406,3657,103699,5.1,825617,574436
2021,Bethlehem,Litchfield,P,73,3380,7349,2.2,2176,0.64,1250,0.4,8520,2.5,5,38,18329,5.4,138406,99308
2021,Bloomfield - Prosser,Hartford,P,91,21460,17736,0.8,6832,0.32,22274,1,93820,4.4,534,10970,107525,5,2172786,1343640
2021,Bolton - Bentley,Tolland,P,80,4868,1747,0.4,2065,0.42,221,0,15919,3.3,64,561,45396,9.3,284830,234341
2021,Branford - Blackstone,New Haven,P,42,28220,10623,0.4,8643,0.31,4356,0.2,148307,5.3,633,9142,62749,2.2,1795944,896492
2021,Branford - Willoughby,New Haven,N,42,,16276,0.6,1187,0.04,,,25688,0.9,65,876,22989,0.8,254698,186117
2021,Bridgeport,Fairfield,P,165,148698,19597,0.1,12927,0.09,12449,0.1,63841,0.4,330,5354,529691,3.6,8160366,3088185
2021,Bridgewater - Burnham,Litchfield,P,12,1659,12546,7.6,553,0.33,170,0.1,13067,7.9,189,4404,30140,18.2,175177,103412
2021,Bristol,Hartford,P,140,60786,122501,2,18580,0.31,19171,0.3,240520,4,768,31384,226245,3.7,2555683,1779175
2021,Brookfield,Fairfield,P,41,17517,15749,0.9,7777,0.44,2104,0.1,82538,4.7,655,14486,61967,3.5,932401,638958
2021,Brooklyn,Windham,P,141,8451,968,0.1,6007,0.71,,,6581,0.8,0,0,28792,3.4,182415,85116
2021,Burlington,Hartford,P,63,9520,8121,0.9,3079,0.32,572,0.1,38440,4,245,2923,51843,5.4,424475,268699
2021,Canaan - David Hunt,Litchfield,P,26,1081,12636,11.7,243,0.22,660,0.6,13013,12,239,3485,26091,24.1,263636,75996
2021,Canterbury,Windham,P,130,5041,11148,2.2,2207,0.44,1122,0.2,11937,2.4,91,549,16675,3.3,131675,87088
2021,Canton,Hartford,P,48,10125,,,4172,0.41,2507,0.2,123526,12.2,203,12652,72561,7.2,655185,498449
2021,Chaplin,Windham,P,122,2141,2345,1.1,1545,0.72,624,0.3,5677,2.7,87,847,22508,10.5,102906,44418
2021,Cheshire,New Haven,P,78,28728,56017,1.9,13584,0.47,4261,0.1,253255,8.8,130,5268,99599,3.5,1782844,1456227
2021,Chester,Middlesex,P,67,3744,4565,1.2,1319,0.35,1043,0.3,12753,3.4,95,1177,15877,4.2,179953,105225
2021,Clinton - Henry C. Hull,Middlesex,P,69,13174,31365,2.4,10017,0.76,20256,1.5,107411,8.2,475,9728,69501,5.3,901267,500704
2021,Colchester - Cragin,New London,P,118,15548,63562,4.1,6160,0.4,7545,0.5,116182,7.5,377,16254,77618,5,799346,441923
2021,Columbia - S.B. Little,Tolland,P,89,5263,2938,0.6,3536,0.67,,,28094,5.3,278,3146,70931,13.5,435516,232694
2021,Cornwall,Litchfield,P,15,1566,9000,5.7,1793,1.14,500,0.3,7103,4.5,99,12463,29384,18.8,183631,87360
2021,Coventry - Booth Dim,Tolland,P,114,12238,6780,0.6,2713,0.22,5152,0.4,41626,3.4,145,3385,44742,3.7,543902,324651
2021,Cromwell,Middlesex,P,74,14203,7617,0.5,4045,0.28,4469,0.3,68943,4.9,227,2460,56760,4,652437,444186
2021,Danbury,Fairfield,P,124,86570,34314,0.4,25307,0.29,1852,0,148450,1.7,823,15531,106839,1.2,2465905,1538149
2021,Darien,Fairfield,P,3,21527,92848,4.3,12459,0.58,31182,1.4,431555,20,591,144086,124046,5.8,5167399,2663108
2021,Deep River,Middlesex,P,68,4412,17781,4,1523,0.35,1500,0.3,16225,3.7,288,4731,25492,5.8,271899,127907
2021,Derby,New Haven,P,156,12326,14132,1.1,2470,0.2,3764,0.3,9924,0.8,224,1058,67549,5,598910,340761
2021,Derby - Derby Neck,New Haven,N,156,,6851,0.6,1581,0.13,4905,0.4,8912,0.7,645,6028,70600,5.7,575018,326237
2021,Durham,Middlesex,P,49,7151,32795,4.6,3112,0.44,794,0.1,119135,16.7,144,1260,56505,7.9,550580,373767
2021,East Granby,Hartford,P,70,5218,23831,4.6,2266,0.43,1775,0.3,29860,5.7,319,3128,38962,7.5,348822,164899
2021,East Haddam,Middlesex,P,96,8872,14444,1.6,3550,0.4,500,0.1,46793,5.3,136,1345,38889,4.4,462771,261469
2021,East Hampton,Middlesex,P,100,12709,39132,3.1,5315,0.42,4981,0.4,100080,7.9,339,10238,52144,4.1,528209,323715
2021,East Hartford,Hartford,P,159,51016,25600,0.5,10906,0.21,5279,0.1,38123,0.7,307,11440,79157,1.6,1430547,1001410
2021,East Haven - Hagaman,New Haven,P,142,27874,18300,0.7,6933,0.25,2312,0.1,25444,0.9,498,15712,75337,2.7,1079516,511755
2021,East Lyme,New London,P,65,18645,27142,1.5,6479,0.35,3540,0.2,137587,7.4,323,9873,123118,6.6,1267574,657546
2021,East Windsor - Warehouse,Hartford,P,121,11167,10222,0.9,2148,0.19,201,0,35091,3.1,121,2552,39826,3.6,469713,203852
2021,Eastford,Windham,P,109,1650,726,0.4,425,0.26,40,0,3718,2.3,2,33,15030,9.1,62080,25577
2021,Easton,Fairfield,P,20,7603,11381,1.5,3903,0.51,,,56666,7.5,290,3268,66227,8.7,802695,392044
2021,Ellington - Hall,Tolland,P,101,16428,52247,3.2,7018,0.43,1711,0.1,88926,5.4,126,8425,64790,3.9,700315,518516
2021,Enfield,Hartford,P,147,42128,58412,1.4,13183,0.31,21471,0.5,162595,3.9,208,6431,127841,3,1877022,1111859
2021,Essex,Middlesex,P,25,6713,15603,2.3,2225,0.33,4500,0.7,42413,6.3,231,8159,36271,5.4,533184,308336
2021,Essex - Ivoryton,Middlesex,N,25,,5263,0.8,516,0.08,1019,0.2,17878,2.7,256,9952,17072,2.5,177965,78405
2021,Fairfield,Fairfield,P,19,61472,79624,1.3,23301,0.38,15811,0.3,394776,6.4,867,35510,231972,3.8,3290124,2295844
2021,Fairfield - Pequot,Fairfield,N,19,,6202,0.1,26954,0.44,500,0,17769,0.3,192,14528,110057,1.8,1185326,526663
2021,Farmington,Hartford,P,30,26673,44839,1.7,15000,0.56,75000,2.8,166483,6.2,469,10294,190156,7.1,2994981,1530527
2021,Franklin - Janet Carlson,New London,P,66,1863,3584,1.9,459,0.25,48,0,9598,5.2,207,969,24094,12.9,97535,60329
2021,Glastonbury - East,Hartford,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2021,Glastonbury - Welles-T.,Hartford,P,33,35108,52786,1.5,11298,0.32,6647,0.2,247117,7,297,5393,127601,3.6,1634006,773542
2021,Goshen,Litchfield,P,32,3148,4284,1.4,2814,0.89,169,0.1,14130,4.5,168,657,28824,9.2,172913,115018
2021,Granby,Hartford,P,75,10891,14376,1.3,3829,0.35,4169,0.4,64719,5.9,262,6733,62802,5.8,499173,409941
2021,Greenwich,Fairfield,P,1,63502,19153,0.3,42419,0.67,33546,0.5,694568,10.9,1325,41811,299395,4.7,10476118,6030153
2021,Greenwich - Perrot,Fairfield,N,1,,10470,0.2,5269,0.08,18580,0.3,120137,1.9,263,5869,66815,1.1,1779743,1209957
2021,Griswold - Slater,New London,P,152,15602,5916,0.4,2161,0.14,,,13711,0.9,33,401,27465,1.8,180364,69644
2021,Groton,New London,P,113,38445,82951,2.2,12805,0.33,18356,0.5,167579,4.4,308,17490,134929,3.5,1396299,1062252
2021,Groton - Bill,New London,N,113,,13785,1.4,792,0.08,2483,0.2,13330,1.3,124,6122,17724,1.8,274870,152845
2021,Groton - Mystic,New London,N,113,,51749,3.4,3200,0.21,495,0,42386,2.8,359,12834,36011,2.4,463652,454503
2021,Guilford,New Haven,P,27,22045,50000,2.3,10162,0.46,10082,0.5,238316,10.8,700,8319,110800,5,1207253,798237
2021,Haddam - Brainerd,Middlesex,P,58,8449,,,7724,0.91,300,0,19197,2.3,59,652,41715,4.9,424973,256528
2021,Hamden,New Haven,P,137,61065,27563,0.5,15750,0.26,11191,0.2,204037,3.3,112,2095,155091,2.5,2178648,1773913
2021,Hampton - Fletcher,Windham,P,125,1729,2476,1.4,1086,0.63,,,3024,1.7,42,796,16618,9.6,52070,18720
2021,Hartford,Hartford,P,169,121026,110603,0.9,67155,0.55,22438,0.2,90941,0.8,2640,116490,196820,1.6,10920381,5491266
2021,Hartland,Hartford,P,93,1900,50,0,693,0.36,,,438,0.2,0,0,6344,3.3,33027,0
2021,Harwinton,Litchfield,P,76,5470,1878,0.3,2536,0.46,261,0,22538,4.1,69,905,35878,6.6,203481,160533
2021,Hebron - Douglas,Tolland,P,104,9102,42884,4.7,2973,0.33,3188,0.4,37638,4.1,103,5250,44491,4.9,484564,285299
2021,Kent,Litchfield,P,29,3014,20489,6.8,1010,0.34,286,0.1,21393,7.1,320,20687,30737,10.2,468225,198511
2021,Killingly,Windham,P,134,17738,43942,2.5,3296,0.19,500,0,52048,2.9,659,5981,69941,3.9,696598,422547
2021,Killingworth,Middlesex,P,51,6173,4968,0.8,2864,0.46,260,0,18717,3,105,1936,31509,5.1,372673,159107
2021,Lebanon - JonTrumbull,New London,P,107,7142,30000,4.2,2332,0.33,2500,0.4,37890,5.3,324,2645,55796,7.8,415930,173156
2021,Ledyard,New London,P,116,15420,28665,1.9,4459,0.29,5092,0.3,95429,6.2,137,3132,64759,4.2,541612,408228
2021,Litchfield - OWL,Litchfield,P,44,8165,17428,2.1,3110,0.38,1589,0.2,69984,8.6,148,2762,96297,11.8,821507,421790
2021,Lyme,New London,P,16,2352,6716,2.9,707,0.3,299,0.1,11912,5.1,31,828,26266,11.2,170823,128740
2021,Madison - E.C.Scranton,New Haven,P,28,17658,13357,0.8,7217,0.41,8550,0.5,98059,5.6,562,12844,62451,3.5,1557555,795276
2021,Manchester,Hartford,P,139,59693,162545,2.7,27787,0.47,36247,0.6,623838,10.5,397,7656,217472,3.6,3308928,1915822
2021,Mansfield,Tolland,P,154,25883,19105,0.7,5671,0.22,4105,0.2,139101,5.4,260,4294,86189,3.3,,
2021,Marlborough-Richmond,Hartford,P,79,6127,2005,0.3,2198,0.36,5776,0.9,50419,8.2,110,1311,42174,6.9,367639,198883
2021,Meriden,New Haven,P,158,60794,15030,0.2,13287,0.22,11185,0.2,110757,1.8,478,20528,120196,2,1914566,1469179
2021,Middlebury,New Haven,P,47,7577,2605,0.3,1923,0.25,240,0,24872,3.3,138,1655,68443,9,409655,289560
2021,Middlefield - Levi Coe,Middlesex,P,87,4217,6336,1.5,1150,0.27,1873,0.4,24999,5.9,39,1115,19256,4.6,336319,168470
2021,Middletown - Russell,Middlesex,P,128,47676,51727,1.1,13279,0.28,25309,0.5,205399,4.3,441,6403,150148,3.1,3447581,2637409
2021,Milford,New Haven,P,56,51954,,,20759,0.4,11144,0.2,165264,3.2,248,4647,126800,2.4,1310692,941972
2021,Monroe - Edith Wheeler,Fairfield,P,52,18808,14195,0.8,7723,0.41,6298,0.3,84351,4.5,318,3918,87566,4.7,860514,612187
2021,Montville - Raymond,New London,P,148,18377,11284,0.6,7035,0.38,31,0,23196,1.3,17,693,22749,1.2,88472,98339
2021,Morris,Litchfield,P,40,2250,10152,4.5,849,0.38,410,0.2,15985,7.1,219,2987,18201,8.1,121004,85441
2021,Naugatuck - Howard W.,New Haven,P,155,31517,1871,0.1,4602,0.15,529,0,29278,0.9,420,11390,54400,1.7,875506,355459
2021,New Britain,Hartford,P,166,74125,68659,0.9,12421,0.17,13640,0.2,208789,2.8,184,14947,208340,2.8,3174574,1710044
2021,New Canaan,Fairfield,P,2,20605,49989,2.4,10765,0.52,15557,0.8,251167,12.2,462,20115,112063,5.4,3583717,1976756
2021,New Fairfield,Fairfield,P,46,13570,19733,1.5,6646,0.49,,,48799,3.6,84,736,42554,3.1,493122,415489
2021,New Hartford - Bakerville,Litchfield,N,85,,3788,0.6,1748,0.26,360,0.1,3891,0.6,2,10,12372,1.9,88699,26055
2021,New Hartford-Licia M.B.,Litchfield,P,85,6652,4428,0.7,6454,0.97,3972,0.6,47415,7.1,94,1504,78940,11.9,339537,214596
2021,New Haven,New Haven,P,163,134052,53571,0.4,42346,0.32,6279,0,134989,1,1062,37527,342367,2.6,5079232,3279343
2021,New London,New London,P,164,27376,28779,1.1,5118,0.19,6038,0.2,36940,1.3,219,9638,82000,3,1100298,414803
2021,New Milford,Litchfield,P,83,28106,,,14520,0.52,774,0,57425,2,449,41023,76482,2.7,767769,432210
2021,Newington - Lucy Welles,Hartford,P,112,30464,8759,0.3,10253,0.34,28017,0.9,147422,4.8,266,18112,169181,5.6,2584728,1301242
2021,Newtown - Cyr.Booth,Fairfield,P,43,27154,52879,1.9,9692,0.36,6227,0.2,150784,5.6,467,8170,112852,4.2,1608444,830822
2021,Norfolk,Litchfield,P,36,1585,7767,4.9,1091,0.69,2150,1.4,21023,13.3,220,5223,35223,22.2,487190,219004
2021,North Branford,New Haven,P,99,13535,15277,1.1,3838,0.28,3605,0.3,76314,5.6,113,2633,67375,5,778377,450745
2021,North Canaan - Douglas,Litchfield,P,120,3198,10000,3.1,537,0.17,300,0.1,9023,2.8,68,215,21243,6.6,152548,70027
2021,North Haven,New Haven,P,53,24237,9855,0.4,8648,0.36,6546,0.3,124186,5.1,201,3484,101187,4.2,1007788,636792
2021,North Stonington-Wheeler,New London,P,90,5152,8702,1.7,2099,0.41,240,0,20564,4,36,366,14926,2.9,237840,88864
2021,Norwalk,Fairfield,P,38,91194,145630,1.6,39512,0.43,80665,0.9,178288,2,473,27942,175796,1.9,3750159,2802696
2021,Norwalk - East,Fairfield,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2021,Norwalk - Rowayton,Fairfield,N,38,,10000,2.5,1749,0.44,1500,0.4,27157,6.8,149,1653,19685,4.9,324442,123475
2021,Norwich - Otis,New London,P,161,40152,24763,0.6,8896,0.22,1080,0,61532,1.5,70,5726,95884,2.4,1276173,766782
2021,Old Lyme - Phoebe,New London,P,17,7615,3465,0.5,3598,0.47,1736,0.2,45812,6,97,3404,40052,5.3,794916,428893
2021,Old Saybrook - Acton,Middlesex,P,21,10442,19700,1.9,4362,0.42,6827,0.7,80536,7.7,220,2175,74035,7.1,950318,531908
2021,Orange - Case,New Haven,P,31,14255,24750,1.7,4959,0.35,4593,0.3,79663,5.6,163,984,93974,6.6,625134,471332
2021,Oxford,New Haven,P,62,12702,1244,0.1,3971,0.31,1404,0.1,23778,1.9,259,1353,32554,2.6,581587,229842
2021,Plainfield - Aldrich,Windham,P,151,14984,1311,0.1,6758,0.45,58,0,19628,1.3,83,58,35193,2.3,103842,24702
2021,Plainville,Hartford,P,127,17516,41954,2.4,5034,0.29,7205,0.4,123093,7,255,5771,91976,5.3,756155,507573
2021,Plymouth - Terryville,Litchfield,P,145,11668,30422,2.6,2542,0.22,1626,0.1,27568,2.4,350,10778,63410,5.4,457427,265325
2021,Pomfret,Windham,P,94,4270,5175,1.2,1227,0.29,1102,0.3,10384,2.4,60,1018,17986,4.2,147997,86376
2021,Portland,Middlesex,P,82,9371,20845,2.2,4277,0.46,2714,0.3,73582,7.9,145,2497,72951,7.8,755112,544792
2021,Preston,New London,P,105,4784,2074,0.4,2380,0.5,216,0,10060,2.1,94,548,19275,4,212384,116584
2021,Prospect,New Haven,P,103,9403,3827,0.4,2072,0.22,1300,0.1,14026,1.5,121,3503,46667,5,331063,215376
2021,Putnam,Windham,P,143,9219,18940,2.1,5165,0.56,390,0,51971,5.6,187,4061,38962,4.2,463890,335430
2021,Redding - Mark Twain,Fairfield,P,18,8742,64023,7.3,3061,0.35,4368,0.5,65427,7.5,503,13928,67722,7.7,1245127,520790
2021,Ridgefield,Fairfield,P,11,25009,58473,2.3,8779,0.35,10974,0.4,193445,7.7,937,17161,92279,3.7,3191886,1581734
2021,Rocky Hill-Cora Belden,Hartford,P,71,20780,52719,2.5,8813,0.42,9028,0.4,191584,9.2,940,13167,54798,2.6,1067282,895586
2021,Roxbury - Minor,Litchfield,P,5,2260,10497,4.6,704,0.31,4821,2.1,15016,6.6,140,3179,38005,16.8,240994,126348
2021,Salem,New London,P,81,6636,709,0.1,1313,0.2,,,12181,1.8,22,134,34602,5.2,255942,121430
2021,Salisbury - Scoville,Litchfield,P,8,4191,42000,10,2003,0.48,3120,0.7,39235,9.4,782,15465,29453,7,500670,252899
2021,Scotland,Windham,P,144,1576,2763,1.8,1014,0.64,12,0,4824,3.1,60,425,22342,14.2,67528,27834
2021,Seymour,New Haven,P,129,16707,11355,0.7,5158,0.31,1675,0.1,30871,1.8,120,2211,71845,4.3,721191,325404
2021,Sharon - Hotchkiss,Litchfield,P,10,2675,2920,1.1,929,0.35,427,0.2,9549,3.6,193,2459,11632,4.3,290812,133998
2021,Shelton - Plumb,Fairfield,P,59,40756,23700,0.6,8284,0.2,5083,0.1,78300,1.9,109,846,107167,2.6,909154,644218
2021,Sherman,Fairfield,P,13,3521,4395,1.2,1439,0.41,1040,0.3,21115,6,241,4746,26403,7.5,323880,111801
2021,Simsbury,Hartford,P,45,24516,14413,0.6,13060,0.53,40030,1.6,279879,11.4,771,26772,107906,4.4,1689884,1122302
2021,Somers,Tolland,P,117,10254,9383,0.9,3993,0.39,458,0,38201,3.7,123,809,70554,6.9,496903,308524
2021,South Windsor,Hartford,P,64,26903,33370,1.2,9738,0.36,13477,0.5,171398,6.4,311,4599,171190,6.4,1700937,935962
2021,Southbury,New Haven,P,54,19786,51978,2.6,6865,0.35,9392,0.5,173695,8.8,229,30762,114300,5.8,785674,547897
2021,Southington,Hartford,P,97,43447,47654,1.1,16861,0.39,24777,0.6,231159,5.3,330,14922,98971,2.3,1481592,1100624
2021,Sprague,New London,P,150,2973,2770,0.9,466,0.16,407,0.1,7746,2.6,76,800,13950,4.7,87137,71972
2021,Stafford,Tolland,P,138,11460,20399,1.8,2947,0.26,1876,0.2,40043,3.5,79,887,52950,4.6,607543,306459
2021,Stamford - Ferguson,Fairfield,P,24,135511,275881,2,56049,0.41,50441,0.4,507145,3.7,721,31677,170961,1.3,10758177,4942045
2021,Sterling,Windham,P,153,3581,2051,0.6,1620,0.45,395,0.1,7680,2.1,0,0,36582,10.2,89196,51486
2021,Stonington,New London,P,35,18288,30687,1.7,3158,0.17,4867,0.3,24073,1.3,181,7365,30588,1.7,664816,334391
2021,Stratford,Fairfield,P,119,52265,54467,1,31245,0.6,49362,0.9,237491,4.5,788,9105,127970,2.4,3537606,1941182
2021,Suffield - Kent,Hartford,P,88,15725,63475,4,4845,0.31,780,0,49596,3.2,84,1852,53117,3.4,591602,378757
2021,Thomaston,Litchfield,P,135,7426,14700,2,1642,0.22,3900,0.5,27907,3.8,514,3266,45411,6.1,555654,253789
2021,Thompson,Windham,P,131,9185,19722,2.1,3677,0.4,4053,0.4,37866,4.1,303,6675,58830,6.4,413178,284807
2021,Tolland,Tolland,P,86,14552,69310,4.8,3911,0.27,4335,0.3,78012,5.4,124,2524,72683,5,386674,378434
2021,Torrington,Litchfield,P,157,35422,28151,0.8,10595,0.3,30000,0.8,54060,1.5,367,19738,62763,1.8,929282,497940
2021,Trumbull,Fairfield,P,39,36742,17956,0.5,18877,0.51,1362,0,219832,6,394,12262,159057,4.3,1579767,1109160
2021,Union,Tolland,P,61,784,705,0.9,321,0.41,12,0,3162,4,5,111,19647,25.1,48982,25794
2021,Vernon - Rockville,Tolland,P,146,30218,4011,0.1,5353,0.18,3456,0.1,43319,1.4,111,4527,56832,1.9,599202,380257
2021,Voluntown,New London,P,133,2564,1942,0.8,1380,0.54,59,0,10720,4.2,8,102,17189,6.7,97554,42432
2021,Wallingford,New Haven,P,95,44317,75745,1.7,18593,0.42,58656,1.3,351593,7.9,335,21138,204430,4.6,3367643,1552086
2021,Warren,Litchfield,P,14,1348,836,0.6,359,0.27,60,0,6708,5,0,0,13115,9.7,54357,37010
2021,Washington - Gunn,Litchfield,P,6,3644,23076,6.3,1356,0.37,3103,0.9,38728,10.6,235,3086,46399,12.7,562451,296497
2021,Waterbury - Silas Bron.,New Haven,P,167,114426,42212,0.4,43179,0.38,7395,0.1,52363,0.5,477,7538,269909,2.4,2515723,1392485
2021,Waterford,New London,P,34,19516,57204,2.9,6370,0.33,12435,0.6,136454,7,259,10707,78436,4,1193500,1001496
2021,Watertown,Litchfield,P,108,22083,24976,1.1,10055,0.46,19425,0.9,32313,1.5,22,238,82585,3.7,820080,331950
2021,West Hartford,Hartford,P,57,64019,56124,0.9,26383,0.41,52328,0.8,474591,7.4,491,25664,187870,2.9,2826375,1922122
2021,West Haven,New Haven,P,160,55536,49546,0.9,13082,0.24,6919,0.1,62295,1.1,283,3655,118585,2.1,1485225,892204
2021,Westbrook,Middlesex,P,22,6757,7670,1.1,3227,0.48,3859,0.6,32339,4.8,168,5611,56645,8.4,375509,226220
2021,Weston,Fairfield,P,7,10360,23546,2.3,3614,0.35,4500,0.4,48403,4.7,569,6426,48439,4.7,517603,347116
2021,Westport,Fairfield,P,4,27128,106718,3.9,11142,0.41,70634,2.6,290755,10.7,2267,113831,121169,4.5,6731774,3258819
2021,Wethersfield,Hartford,P,102,27272,37855,1.4,10924,0.4,18168,0.7,185893,6.8,132,8897,108308,4,2055403,1121404
2021,Willington,Tolland,P,123,5568,7200,1.3,4222,0.76,13000,2.3,23300,4.2,63,3085,51324,9.2,224406,101969
2021,Wilton,Fairfield,P,9,18465,28738,1.6,12200,0.66,5448,0.3,149561,8.1,549,16483,140331,7.6,3709397,1701945
2021,Winchester - Beardsley,Litchfield,P,149,15236,17753,1.2,5355,0.35,1984,0.1,50726,3.3,254,20451,34276,2.2,460226,174703
2021,Windham - Guilford Sm,Windham,N,,,,,,,,,,,0,0,,,,
2021,Windham - Willimantic,Windham,P,168,24426,16122,0.7,2972,0.12,,,17157,0.7,202,6894,41175,1.7,591027,474326
2021,Windham - Windham Free,Windham,N,168,,8020,0.3,535,0.02,606,0,5237,0.2,13,465,6257,0.3,56023,25638
2021,Windsor,Hartford,P,92,29413,125674,4.3,11488,0.39,41178,1.4,201852,6.9,662,17380,133480,4.5,1819708,950737
2021,Windsor Locks,Hartford,P,98,12592,11073,0.9,2487,0.2,400,0,30872,2.5,80,1844,53063,4.2,520785,274985
2021,Wolcott,New Haven,P,132,16117,24993,1.6,2772,0.17,1630,0.1,31330,1.9,163,1554,60207,3.7,464816,227547
2021,Woodbridge,New Haven,P,37,9074,8400,0.9,4068,0.45,1048,0.1,98685,10.9,112,1584,81868,9,642176,426946
2021,Woodbury,Litchfield,P,50,9711,50763,5.2,3432,0.35,5223,0.5,75890,7.8,331,10124,90806,9.4,659321,441719
2021,Woodstock - Bracken,Windham,P,111,8228,4000,0.5,2076,0.25,2000,0.2,3907,0.5,3,44,16372,2,15300,4000
2021,Woodstock - May,Windham,N,111,,1931,0.2,600,0.07,,,3043,0.4,0,0,8005,1,31845,11410
2021,Woodstock - North,Windham,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
